case_id,subject_id,scenario_name,trajectory_id,hip_delta,knee_delta,phase_delta,parent_reference_sha256,geometrically_admissible,J_pred,domain_coverage,model_supported,prediction_label,distance_to_supported_region,distance_to_supported_region_definition,can_calculate_equals_can_trust,diagnostic_model_trial_id,diagnostic_model_type,diagnostic_model_status,diagnostic_model_approval_status,diagnostic_model_human_readiness,diagnostic_identification_dataset_sha256,candidate_type,current_best_J_pred,delta_J_pred_vs_current,predicted_improvement_magnitude,validation_uncertainty_bound,algorithm_equivalence_tolerance,improvement_margin,support_role,distance_role,decision_guard_rule_status,validation_pair_count,current_model_supported,decision_guard_status,research_exploit_eligible,support_alone_approved_exploit,formal_personalization_approval,iteration,policy_id,selected_for_execution,selection_mode,adjacent_formal_step,intermediate_layer_skipped,frontier_distance_steps,patient_envelope_valid,hard_global_constraints_valid,exploration_candidate_valid,incremental_log_information_gain,minimum_singular_value_before,resulting_minimum_singular_value,minimum_singular_value_gain,condition_number_before,resulting_condition_number,conditioning_improvement,weakest_parameter_sensitivity_before,resulting_weakest_parameter_sensitivity,weakest_parameter_sensitivity_gain,uncertainty_trace_before,resulting_uncertainty_trace,incremental_state_regressor_coverage,combined_joint_deviation_deg,max_pull_deviation_mm,J_pred_used_as_primary_exploration_rank,truth_used_for_exploration_rank,frontier_distance_used_as_reliability_score,exploration_rank,selected_for_exploration
baseline__matched_linear,baseline,matched_linear,asym_h+0.000_k+1.000_p+0.00000,0,1,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,1.00598501752,77.3067331671,False,UNSUPPORTED_EXTRAPOLATION,8.0622577483,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,2,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,c3cdea05efe451e354c96074380f4dc299a5d8989b0c95a8ea6c111daac33ef1,LOCAL_EXPLOIT_NEIGHBORHOOD,1,0.00598501751547,-0.00598501751547,1.7386980744e-11,0.005,-0.0109850175329,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,False,False,1,P1_DECISION_GUARDED_EXPLOIT_ONLY,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline__matched_linear,baseline,matched_linear,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.994092004847,81.7955112219,False,UNSUPPORTED_EXTRAPOLATION,4,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,2,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,c3cdea05efe451e354c96074380f4dc299a5d8989b0c95a8ea6c111daac33ef1,LOCAL_EXPLOIT_NEIGHBORHOOD,1,-0.00590799515335,0.00590799515335,1.7386980744e-11,0.005,0.000907995135958,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,False,False,1,P1_DECISION_GUARDED_EXPLOIT_ONLY,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline__matched_linear,baseline,matched_linear,asym_h+0.000_k+0.000_p+0.01000,0,0,0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.999912563592,78.5536159601,False,UNSUPPORTED_EXTRAPOLATION,5,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,2,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,c3cdea05efe451e354c96074380f4dc299a5d8989b0c95a8ea6c111daac33ef1,LOCAL_EXPLOIT_NEIGHBORHOOD,1,-8.74364078128e-05,8.74364078128e-05,1.7386980744e-11,0.005,-0.00491256360957,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,False,False,1,P1_DECISION_GUARDED_EXPLOIT_ONLY,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline__matched_linear,baseline,matched_linear,asym_h+0.000_k+0.000_p-0.01000,0,0,-0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,1.00009965399,78.5536159601,False,UNSUPPORTED_EXTRAPOLATION,5,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,2,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,c3cdea05efe451e354c96074380f4dc299a5d8989b0c95a8ea6c111daac33ef1,LOCAL_EXPLOIT_NEIGHBORHOOD,1,9.96539946827e-05,-9.96539946827e-05,1.7386980744e-11,0.005,-0.00509965401207,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,False,False,1,P1_DECISION_GUARDED_EXPLOIT_ONLY,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline__matched_linear,baseline,matched_linear,asym_h+0.000_k+0.000_p+0.00000,0,0,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,1,78.5536159601,False,UNSUPPORTED_EXTRAPOLATION,5,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,2,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,c3cdea05efe451e354c96074380f4dc299a5d8989b0c95a8ea6c111daac33ef1,LOCAL_EXPLOIT_NEIGHBORHOOD,1,0,-0,1.7386980744e-11,0.005,-0.00500000001739,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,False,CURRENT_BEST_NOT_A_CANDIDATE,False,False,False,1,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline__matched_linear,baseline,matched_linear,asym_h+1.000_k+0.000_p+0.00000,1,0,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.998074939614,77.0573566085,False,UNSUPPORTED_EXTRAPOLATION,8.54400374532,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,2,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,c3cdea05efe451e354c96074380f4dc299a5d8989b0c95a8ea6c111daac33ef1,LOCAL_EXPLOIT_NEIGHBORHOOD,1,-0.00192506038597,0.00192506038597,1.7386980744e-11,0.005,-0.00307493963141,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,False,False,1,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline__matched_linear,baseline,matched_linear,asym_h-1.000_k+0.000_p+0.00000,-1,0,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,1.00196659233,81.2967581047,False,UNSUPPORTED_EXTRAPOLATION,3,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,2,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,c3cdea05efe451e354c96074380f4dc299a5d8989b0c95a8ea6c111daac33ef1,LOCAL_EXPLOIT_NEIGHBORHOOD,1,0.00196659232957,-0.00196659232957,1.7386980744e-11,0.005,-0.00696659234695,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,False,False,1,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline__matched_linear,baseline,matched_linear,asym_h+0.000_k+1.000_p+0.00000,0,1,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,1.00598501752,77.3067331671,False,UNSUPPORTED_EXTRAPOLATION,8.0622577483,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,2,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,c3cdea05efe451e354c96074380f4dc299a5d8989b0c95a8ea6c111daac33ef1,LOCAL_EXPLOIT_NEIGHBORHOOD,1,0.00598501751547,-0.00598501751547,1.7386980744e-11,0.005,-0.0109850175329,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,False,False,1,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline__matched_linear,baseline,matched_linear,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.994092004847,81.7955112219,False,UNSUPPORTED_EXTRAPOLATION,4,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,2,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,c3cdea05efe451e354c96074380f4dc299a5d8989b0c95a8ea6c111daac33ef1,LOCAL_EXPLOIT_NEIGHBORHOOD,1,-0.00590799515335,0.00590799515335,1.7386980744e-11,0.005,0.000907995135958,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,False,False,1,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline__matched_linear,baseline,matched_linear,asym_h+0.000_k+0.000_p+0.01000,0,0,0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.999912563592,78.5536159601,False,UNSUPPORTED_EXTRAPOLATION,5,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,2,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,c3cdea05efe451e354c96074380f4dc299a5d8989b0c95a8ea6c111daac33ef1,LOCAL_EXPLOIT_NEIGHBORHOOD,1,-8.74364078128e-05,8.74364078128e-05,1.7386980744e-11,0.005,-0.00491256360957,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,False,False,1,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline__matched_linear,baseline,matched_linear,asym_h+0.000_k+0.000_p-0.01000,0,0,-0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,1.00009965399,78.5536159601,False,UNSUPPORTED_EXTRAPOLATION,5,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,2,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,c3cdea05efe451e354c96074380f4dc299a5d8989b0c95a8ea6c111daac33ef1,LOCAL_EXPLOIT_NEIGHBORHOOD,1,9.96539946827e-05,-9.96539946827e-05,1.7386980744e-11,0.005,-0.00509965401207,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,False,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,False,False,1,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
