case_id,subject_id,scenario_name,case_class,development_origin,mismatch_family,mismatch_level,model_mismatch_terms,truth_generator_parameters_json,truth_generator_seed,method,bo_variant,budget,query_ids_json,final_selected_trajectory,final_alpha_json,J_final_truth,oracle_J,final_regret,first_query_residual,reference_fallback_available,unqueried_candidate_selected
hip_stiff__matched_linear,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_A_FULL_FEASIBLE_K3,BO_A_FULL_FEASIBLE,3,"[""asym_h-1.000_k-5.000_p+0.03000"",""asym_h+1.250_k-5.000_p+0.03000"",""asym_h+1.250_k-5.000_p+0.01750""]",asym_h+1.250_k-5.000_p+0.03000,"[1.25,-5.0,0.0299999999999999]",0.970905205669,0.970905205669,0,3.33066907388e-16,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_A_FULL_FEASIBLE_K5,BO_A_FULL_FEASIBLE,5,"[""asym_h-1.000_k-5.000_p+0.03000"",""asym_h+1.250_k-5.000_p+0.03000"",""asym_h+1.250_k-5.000_p+0.01750"",""asym_h+1.500_k-5.000_p+0.03000"",""asym_h+1.000_k-5.000_p+0.03000""]",asym_h+1.250_k-5.000_p+0.03000,"[1.25,-5.0,0.0299999999999999]",0.970905205669,0.970905205669,0,3.33066907388e-16,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_B_MODEL_SCREENED_K1,BO_B_MODEL_SCREENED,1,"[""asym_h-1.000_k-5.000_p+0.03000""]",asym_h-1.000_k-5.000_p+0.03000,"[-1.0,-5.0,0.0299999999999999]",0.971025115267,0.970905205669,0.000119909597779,3.33066907388e-16,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_B_MODEL_SCREENED_K2,BO_B_MODEL_SCREENED,2,"[""asym_h-1.000_k-5.000_p+0.03000"",""asym_h-1.000_k-5.000_p+0.01750""]",asym_h-1.000_k-5.000_p+0.03000,"[-1.0,-5.0,0.0299999999999999]",0.971025115267,0.970905205669,0.000119909597779,3.33066907388e-16,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_B_MODEL_SCREENED_K3,BO_B_MODEL_SCREENED,3,"[""asym_h-1.000_k-5.000_p+0.03000"",""asym_h-1.000_k-5.000_p+0.01750"",""asym_h-1.500_k-5.000_p+0.03000""]",asym_h-1.000_k-5.000_p+0.03000,"[-1.0,-5.0,0.0299999999999999]",0.971025115267,0.970905205669,0.000119909597779,3.33066907388e-16,True,False
hip_stiff__matched_linear,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_B_MODEL_SCREENED_K5,BO_B_MODEL_SCREENED,5,"[""asym_h-1.000_k-5.000_p+0.03000"",""asym_h-1.000_k-5.000_p+0.01750"",""asym_h-1.500_k-5.000_p+0.03000"",""asym_h-1.000_k-5.000_p+0.02750"",""asym_h-1.000_k-5.000_p-0.01500""]",asym_h-1.000_k-5.000_p+0.03000,"[-1.0,-5.0,0.0299999999999999]",0.971025115267,0.970905205669,0.000119909597779,3.33066907388e-16,True,False
knee_stiff__matched_linear,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_A_FULL_FEASIBLE_K1,BO_A_FULL_FEASIBLE,1,"[""asym_h-1.000_k-5.000_p+0.03000""]",asym_h-1.000_k-5.000_p+0.03000,"[-1.0,-5.0,0.0299999999999999]",0.97924745354,0.974773873094,0.0044735804462,0,True,False
knee_stiff__matched_linear,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_A_FULL_FEASIBLE_K2,BO_A_FULL_FEASIBLE,2,"[""asym_h-1.000_k-5.000_p+0.03000"",""asym_h+2.000_k-5.000_p+0.03000""]",asym_h+2.000_k-5.000_p+0.03000,"[2.0,-5.0,0.0299999999999999]",0.974773873094,0.974773873094,0,0,True,False
knee_stiff__matched_linear,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_A_FULL_FEASIBLE_K3,BO_A_FULL_FEASIBLE,3,"[""asym_h-1.000_k-5.000_p+0.03000"",""asym_h+2.000_k-5.000_p+0.03000"",""asym_h+2.000_k-5.000_p+0.02000""]",asym_h+2.000_k-5.000_p+0.03000,"[2.0,-5.0,0.0299999999999999]",0.974773873094,0.974773873094,0,0,True,False
knee_stiff__matched_linear,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_A_FULL_FEASIBLE_K5,BO_A_FULL_FEASIBLE,5,"[""asym_h-1.000_k-5.000_p+0.03000"",""asym_h+2.000_k-5.000_p+0.03000"",""asym_h+2.000_k-5.000_p+0.02000"",""asym_h+2.000_k-5.000_p-0.03000"",""asym_h+2.000_k-5.000_p+0.02750""]",asym_h+2.000_k-5.000_p+0.03000,"[2.0,-5.0,0.0299999999999999]",0.974773873094,0.974773873094,0,0,True,False
knee_stiff__matched_linear,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_B_MODEL_SCREENED_K1,BO_B_MODEL_SCREENED,1,"[""asym_h-1.000_k-5.000_p+0.03000""]",asym_h-1.000_k-5.000_p+0.03000,"[-1.0,-5.0,0.0299999999999999]",0.97924745354,0.974773873094,0.0044735804462,0,True,False
knee_stiff__matched_linear,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_B_MODEL_SCREENED_K2,BO_B_MODEL_SCREENED,2,"[""asym_h-1.000_k-5.000_p+0.03000"",""asym_h-1.000_k-5.000_p+0.02000""]",asym_h-1.000_k-5.000_p+0.03000,"[-1.0,-5.0,0.0299999999999999]",0.97924745354,0.974773873094,0.0044735804462,0,True,False
knee_stiff__matched_linear,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_B_MODEL_SCREENED_K3,BO_B_MODEL_SCREENED,3,"[""asym_h-1.000_k-5.000_p+0.03000"",""asym_h-1.000_k-5.000_p+0.02000"",""asym_h-1.000_k-5.000_p-0.03000""]",asym_h-1.000_k-5.000_p+0.03000,"[-1.0,-5.0,0.0299999999999999]",0.97924745354,0.974773873094,0.0044735804462,0,True,False
knee_stiff__matched_linear,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_B_MODEL_SCREENED_K5,BO_B_MODEL_SCREENED,5,"[""asym_h-1.000_k-5.000_p+0.03000"",""asym_h-1.000_k-5.000_p+0.02000"",""asym_h-1.000_k-5.000_p-0.03000"",""asym_h-1.000_k-5.000_p+0.02750"",""asym_h-1.000_k-5.000_p-0.00250""]",asym_h-1.000_k-5.000_p+0.03000,"[-1.0,-5.0,0.0299999999999999]",0.97924745354,0.974773873094,0.0044735804462,0,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_A_FULL_FEASIBLE_K1,BO_A_FULL_FEASIBLE,1,"[""asym_h-1.000_k-5.000_p+0.00500""]",asym_h-1.000_k-5.000_p+0.00500,"[-1.0,-5.0,0.005]",0.970183211066,0.963203117167,0.00698009389859,0,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_A_FULL_FEASIBLE_K2,BO_A_FULL_FEASIBLE,2,"[""asym_h-1.000_k-5.000_p+0.00500"",""asym_h+2.000_k-5.000_p+0.00250""]",asym_h+2.000_k-5.000_p+0.00250,"[2.0,-5.0,0.0025]",0.963203117167,0.963203117167,0,0,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_A_FULL_FEASIBLE_K3,BO_A_FULL_FEASIBLE,3,"[""asym_h-1.000_k-5.000_p+0.00500"",""asym_h+2.000_k-5.000_p+0.00250"",""asym_h+2.000_k-5.000_p+0.01250""]",asym_h+2.000_k-5.000_p+0.00250,"[2.0,-5.0,0.0025]",0.963203117167,0.963203117167,0,0,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_A_FULL_FEASIBLE_K5,BO_A_FULL_FEASIBLE,5,"[""asym_h-1.000_k-5.000_p+0.00500"",""asym_h+2.000_k-5.000_p+0.00250"",""asym_h+2.000_k-5.000_p+0.01250"",""asym_h+2.000_k-5.000_p+0.00000"",""asym_h+2.000_k-5.000_p+0.00500""]",asym_h+2.000_k-5.000_p+0.00250,"[2.0,-5.0,0.0025]",0.963203117167,0.963203117167,0,0,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_B_MODEL_SCREENED_K1,BO_B_MODEL_SCREENED,1,"[""asym_h-1.000_k-5.000_p+0.00500""]",asym_h-1.000_k-5.000_p+0.00500,"[-1.0,-5.0,0.005]",0.970183211066,0.963203117167,0.00698009389859,0,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_B_MODEL_SCREENED_K2,BO_B_MODEL_SCREENED,2,"[""asym_h-1.000_k-5.000_p+0.00500"",""asym_h-1.000_k-5.000_p+0.01750""]",asym_h-1.000_k-5.000_p+0.00500,"[-1.0,-5.0,0.005]",0.970183211066,0.963203117167,0.00698009389859,0,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_B_MODEL_SCREENED_K3,BO_B_MODEL_SCREENED,3,"[""asym_h-1.000_k-5.000_p+0.00500"",""asym_h-1.000_k-5.000_p+0.01750"",""asym_h-1.000_k-5.000_p+0.00750""]",asym_h-1.000_k-5.000_p+0.00500,"[-1.0,-5.0,0.005]",0.970183211066,0.963203117167,0.00698009389859,0,True,False
heavy_leg__matched_linear,heavy_leg,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802,BO_B_MODEL_SCREENED_K5,BO_B_MODEL_SCREENED,5,"[""asym_h-1.000_k-5.000_p+0.00500"",""asym_h-1.000_k-5.000_p+0.01750"",""asym_h-1.000_k-5.000_p+0.00750"",""asym_h-1.000_k-5.000_p+0.00250"",""asym_h-1.000_k-5.000_p+0.01000""]",asym_h-1.000_k-5.000_p+0.00500,"[-1.0,-5.0,0.005]",0.970183211066,0.963203117167,0.00698009389859,0,True,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,MISMATCH,ORIGINAL_P2_DEVELOPMENT,nonlinear_stiffness,MILD,nonlinear_stiffness,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.8,""k3_knee_nm_per_rad3"":0.6,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260803,BO_A_FULL_FEASIBLE_K1,BO_A_FULL_FEASIBLE,1,"[""asym_h+1.000_k-5.000_p+0.03000""]",asym_h+1.000_k-5.000_p+0.03000,"[1.0,-5.0,0.0299999999999999]",0.964639678172,0.963677775631,0.00096190254152,-0.00700889164658,True,False
