case_id,subject_id,scenario_name,iteration,trajectory_id,alpha_hip,alpha_knee,alpha_phase,guard_id,uncertainty_bound_type,uncertainty_bound,delta_J_pred,delta_J_truth_post_decision,model_supported,would_exploit,true_improvement,false_improvement,missed_improvement,counterfactual_status,policy_executed_from_counterfactual,truth_used_to_construct_guard,truth_used_only_for_posthoc_outcome,heldout_final_test_used
baseline__matched_linear,baseline,matched_linear,1,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.00590799515335,-0.00590799515327,False,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,1,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.00590799515335,-0.00590799515327,False,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,1,asym_h+0.000_k+0.000_p+0.01000,0,0,0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,-8.74364078128e-05,-8.74364077906e-05,False,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,1,asym_h+0.000_k+0.000_p+0.01000,0,0,0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-8.74364078128e-05,-8.74364077906e-05,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,1,asym_h+0.000_k+0.000_p+0.01000,0,0,0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-8.74364078128e-05,-8.74364077906e-05,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,1,asym_h+0.000_k+0.000_p-0.01000,0,0,-0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,9.96539946827e-05,9.96539946587e-05,False,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,1,asym_h+0.000_k+0.000_p-0.01000,0,0,-0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,9.96539946827e-05,9.96539946587e-05,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,1,asym_h+0.000_k+0.000_p-0.01000,0,0,-0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,9.96539946827e-05,9.96539946587e-05,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h+1.000_k+0.000_p+0.00000,1,0,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,-0.00192506038597,-0.00192506038588,False,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h+1.000_k+0.000_p+0.00000,1,0,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.00192506038597,-0.00192506038588,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h+1.000_k+0.000_p+0.00000,1,0,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.00192506038597,-0.00192506038588,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h-1.000_k+0.000_p+0.00000,-1,0,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,0.00196659232957,0.00196659232947,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h-1.000_k+0.000_p+0.00000,-1,0,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.00196659232957,0.00196659232947,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h-1.000_k+0.000_p+0.00000,-1,0,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.00196659232957,0.00196659232947,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h+0.000_k+1.000_p+0.00000,0,1,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,0.00598501751547,0.0059850175154,False,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h+0.000_k+1.000_p+0.00000,0,1,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.00598501751547,0.0059850175154,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h+0.000_k+1.000_p+0.00000,0,1,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.00598501751547,0.0059850175154,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,-0.00590799515335,-0.00590799515327,True,True,True,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.00590799515335,-0.00590799515327,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.00590799515335,-0.00590799515327,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h+0.000_k+0.000_p+0.01000,0,0,0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,-8.74364078128e-05,-8.74364077906e-05,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h+0.000_k+0.000_p+0.01000,0,0,0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-8.74364078128e-05,-8.74364077906e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h+0.000_k+0.000_p+0.01000,0,0,0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-8.74364078128e-05,-8.74364077906e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h+0.000_k+0.000_p-0.01000,0,0,-0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,9.96539946827e-05,9.96539946587e-05,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h+0.000_k+0.000_p-0.01000,0,0,-0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,9.96539946827e-05,9.96539946587e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,2,asym_h+0.000_k+0.000_p-0.01000,0,0,-0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,9.96539946827e-05,9.96539946587e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h+1.000_k-1.000_p+0.00000,1,-1,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,-0.00189581265493,-0.00189581265484,False,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h+1.000_k-1.000_p+0.00000,1,-1,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.00189581265493,-0.00189581265484,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h+1.000_k-1.000_p+0.00000,1,-1,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.00189581265493,-0.00189581265484,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h-1.000_k-1.000_p+0.00000,-1,-1,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,0.00193727117466,0.00193727117457,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h-1.000_k-1.000_p+0.00000,-1,-1,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.00193727117466,0.00193727117457,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h-1.000_k-1.000_p+0.00000,-1,-1,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.00193727117466,0.00193727117457,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h+0.000_k+0.000_p+0.00000,0,0,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,0.00590799515335,0.00590799515327,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h+0.000_k+0.000_p+0.00000,0,0,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.00590799515335,0.00590799515327,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h+0.000_k+0.000_p+0.00000,0,0,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.00590799515335,0.00590799515327,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,-0.00583010987863,-0.00583010987856,True,True,True,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.00583010987863,-0.00583010987856,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.00583010987863,-0.00583010987856,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h+0.000_k-1.000_p+0.01000,0,-1,0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,-7.87026404826e-05,-7.87026404613e-05,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h+0.000_k-1.000_p+0.01000,0,-1,0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-7.87026404826e-05,-7.87026404613e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h+0.000_k-1.000_p+0.01000,0,-1,0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-7.87026404826e-05,-7.87026404613e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h+0.000_k-1.000_p-0.01000,0,-1,-0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,9.17258257155e-05,9.17258256923e-05,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h+0.000_k-1.000_p-0.01000,0,-1,-0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,9.17258257155e-05,9.17258256923e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,3,asym_h+0.000_k-1.000_p-0.01000,0,-1,-0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,9.17258257155e-05,9.17258256923e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h+1.000_k-2.000_p+0.00000,1,-2,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,-0.00186711268096,-0.00186711268086,False,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h+1.000_k-2.000_p+0.00000,1,-2,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.00186711268096,-0.00186711268086,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h+1.000_k-2.000_p+0.00000,1,-2,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.00186711268096,-0.00186711268086,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h-1.000_k-2.000_p+0.00000,-1,-2,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,0.00190850060652,0.00190850060643,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h-1.000_k-2.000_p+0.00000,-1,-2,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.00190850060652,0.00190850060643,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h-1.000_k-2.000_p+0.00000,-1,-2,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.00190850060652,0.00190850060643,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,0.00583010987863,0.00583010987856,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.00583010987863,0.00583010987856,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.00583010987863,0.00583010987856,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,-0.00575289522019,-0.00575289522012,True,True,True,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.00575289522019,-0.00575289522012,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.00575289522019,-0.00575289522012,True,,True,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h+0.000_k-2.000_p+0.01000,0,-2,0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,-7.03549806684e-05,-7.03549806477e-05,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h+0.000_k-2.000_p+0.01000,0,-2,0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-7.03549806684e-05,-7.03549806477e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h+0.000_k-2.000_p+0.01000,0,-2,0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-7.03549806684e-05,-7.03549806477e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h+0.000_k-2.000_p-0.01000,0,-2,-0.01,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,8.34259242101e-05,8.3425924188e-05,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h+0.000_k-2.000_p-0.01000,0,-2,-0.01,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,8.34259242101e-05,8.3425924188e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,4,asym_h+0.000_k-2.000_p-0.01000,0,-2,-0.01,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,8.34259242101e-05,8.3425924188e-05,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,5,asym_h+1.000_k-3.000_p+0.00000,1,-3,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,-0.0018389823146,-0.00183898231451,False,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,5,asym_h+1.000_k-3.000_p+0.00000,1,-3,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,-0.0018389823146,-0.00183898231451,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,5,asym_h+1.000_k-3.000_p+0.00000,1,-3,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,-0.0018389823146,-0.00183898231451,False,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,5,asym_h-1.000_k-3.000_p+0.00000,-1,-3,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,0.00188029242308,0.00188029242299,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,5,asym_h-1.000_k-3.000_p+0.00000,-1,-3,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.00188029242308,0.00188029242299,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,5,asym_h-1.000_k-3.000_p+0.00000,-1,-3,0,G2_LOCAL_PAIRWISE_P95,LOCAL_P95,,0.00188029242308,0.00188029242299,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
baseline__matched_linear,baseline,matched_linear,5,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,G0_CURRENT_GLOBAL_MAX,CURRENT_MAX,1.7386980744e-11,0.00575289522019,0.00575289522012,True,False,False,False,False,EVALUATED_WITH_FROZEN_CURRENT_GUARD,False,False,True,False
baseline__matched_linear,baseline,matched_linear,5,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,G1_LOCAL_PAIRWISE_MAX,LOCAL_MAX,,0.00575289522019,0.00575289522012,True,,False,,,NOT_ESTIMABLE_NO_DESIGNATED_VALIDATION_PAIR_ON_FORMAL_LOCAL_ALPHA_SCALE,False,False,True,False
