case_id,subject_id,scenario_name,trajectory_id,hip_delta,knee_delta,phase_delta,parent_reference_sha256,geometrically_admissible,J_pred,domain_coverage,model_supported,prediction_label,distance_to_supported_region,distance_to_supported_region_definition,can_calculate_equals_can_trust,diagnostic_model_trial_id,diagnostic_model_type,diagnostic_model_status,diagnostic_model_approval_status,diagnostic_model_human_readiness,diagnostic_identification_dataset_sha256,candidate_type,current_best_J_pred,delta_J_pred_vs_current,predicted_improvement_magnitude,validation_uncertainty_bound,algorithm_equivalence_tolerance,improvement_margin,support_role,distance_role,decision_guard_rule_status,validation_pair_count,current_model_supported,decision_guard_status,research_exploit_eligible,support_alone_approved_exploit,formal_personalization_approval,iteration,policy_id,selected_for_execution,selection_mode,guard_id,bundle_decision_id,stopping_rule_id,authorization_mode,D0_current_guard_authorized,D1_independent_P95_margin,D1_independent_P95_authorized,old_G2_development_P95_margin,old_G2_development_P95_authorized,independent_one_step_P95,truth_used_for_comparator
baseline__matched_linear,baseline,matched_linear,asym_h+0.000_k+0.000_p+0.01000,0,0,0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.999912563592,99.7506234414,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,3,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,5301afefd33ddb6a2ab2eab68f61423414c38f2d0ca2a03da89c5421866bc654,LOCAL_EXPLOIT_NEIGHBORHOOD,1,-8.74364078128e-05,8.74364078128e-05,1.7386980744e-11,0.005,-0.00491256360957,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,2,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00688018640111,False,-0.00534352035111,False,0.00196762280892,False
baseline__matched_linear,baseline,matched_linear,asym_h+0.000_k+0.000_p-0.01000,0,0,-0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,1.00009965399,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,3,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,5301afefd33ddb6a2ab2eab68f61423414c38f2d0ca2a03da89c5421866bc654,LOCAL_EXPLOIT_NEIGHBORHOOD,1,9.96539946827e-05,-9.96539946827e-05,1.7386980744e-11,0.005,-0.00509965401207,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,2,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.0070672768036,False,-0.00553061075361,False,0.00196762280892,False
baseline__matched_linear,baseline,matched_linear,asym_h+1.000_k-1.000_p+0.00000,1,-1,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.992196192192,82.7930174564,False,UNSUPPORTED_EXTRAPOLATION,3,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,4,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,83b44bc5daff64af1387d1b736269551d4b06f99b2c2c3d8819d091c562b74e5,LOCAL_EXPLOIT_NEIGHBORHOOD,0.994092004847,-0.00189581265493,0.00189581265493,1.7386980744e-11,0.005,-0.00310418736246,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,False,False,3,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00507181015399,False,-0.00353514410399,False,0.00196762280892,False
baseline__matched_linear,baseline,matched_linear,asym_h-1.000_k-1.000_p+0.00000,-1,-1,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.996029276021,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,4,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,83b44bc5daff64af1387d1b736269551d4b06f99b2c2c3d8819d091c562b74e5,LOCAL_EXPLOIT_NEIGHBORHOOD,0.994092004847,0.00193727117466,-0.00193727117466,1.7386980744e-11,0.005,-0.00693727119205,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,3,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00890489398358,False,-0.00736822793359,False,0.00196762280892,False
baseline__matched_linear,baseline,matched_linear,asym_h+0.000_k+0.000_p+0.00000,0,0,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,1,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,4,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,83b44bc5daff64af1387d1b736269551d4b06f99b2c2c3d8819d091c562b74e5,LOCAL_EXPLOIT_NEIGHBORHOOD,0.994092004847,0.00590799515335,-0.00590799515335,1.7386980744e-11,0.005,-0.0109079951707,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,3,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.0128756179623,False,-0.0113389519123,False,0.00196762280892,False
baseline__matched_linear,baseline,matched_linear,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.988261894968,99.7506234414,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,4,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,83b44bc5daff64af1387d1b736269551d4b06f99b2c2c3d8819d091c562b74e5,LOCAL_EXPLOIT_NEIGHBORHOOD,0.994092004847,-0.00583010987863,0.00583010987863,1.7386980744e-11,0.005,0.000830109861245,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,RESEARCH_EXPLOIT_ELIGIBLE,True,False,False,3,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,True,-0.00113751293029,False,0.000399153119708,True,0.00196762280892,False
baseline__matched_linear,baseline,matched_linear,asym_h+0.000_k-1.000_p+0.01000,0,-1,0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.994013302206,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,4,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,83b44bc5daff64af1387d1b736269551d4b06f99b2c2c3d8819d091c562b74e5,LOCAL_EXPLOIT_NEIGHBORHOOD,0.994092004847,-7.87026404826e-05,7.87026404826e-05,1.7386980744e-11,0.005,-0.0049212973769,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,3,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00688892016844,False,-0.00535225411844,False,0.00196762280892,False
baseline__matched_linear,baseline,matched_linear,asym_h+0.000_k-1.000_p-0.01000,0,-1,-0.01,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.994183730672,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,4,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,83b44bc5daff64af1387d1b736269551d4b06f99b2c2c3d8819d091c562b74e5,LOCAL_EXPLOIT_NEIGHBORHOOD,0.994092004847,9.17258257155e-05,-9.17258257155e-05,1.7386980744e-11,0.005,-0.0050917258431,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,3,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00705934863464,False,-0.00552268258464,False,0.00196762280892,False
baseline__matched_linear,baseline,matched_linear,asym_h+1.000_k-2.000_p+0.00000,1,-2,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.986394782287,82.7930174564,False,UNSUPPORTED_EXTRAPOLATION,3,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,5,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,c96ca769e7193eb7d3b4de2268cbfc33391340b556202a6b72256a88f1f1498b,LOCAL_EXPLOIT_NEIGHBORHOOD,0.988261894968,-0.00186711268096,0.00186711268096,1.7386980744e-11,0.005,-0.00313288733643,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,UNSUPPORTED_PROVENANCE_NOT_EXPLOIT_ELIGIBLE,False,False,False,4,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00510051012796,False,-0.00356384407797,False,0.00196762280892,False
baseline__matched_linear,baseline,matched_linear,asym_h-1.000_k-2.000_p+0.00000,-1,-2,0,f63bdea2e0d346d73151eedaac73e887f1028c99a6eb15cfc3bc44cfd088a881,True,0.990170395575,100,True,SUPPORTED_PREDICTION,0,euclidean_distance_to_nearest_supported_alpha_after_scaling_hip_by_0.25_deg_knee_by_0.25_deg_and_phase_by_0.0025,False,5,DIAGNOSTIC_INITIAL_MODEL,DIAGNOSTIC_ONLY,NOT_APPROVED_FOR_PERSONALIZATION,NOT_HUMAN_READY,c96ca769e7193eb7d3b4de2268cbfc33391340b556202a6b72256a88f1f1498b,LOCAL_EXPLOIT_NEIGHBORHOOD,0.988261894968,0.00190850060652,-0.00190850060652,1.7386980744e-11,0.005,-0.00690850062391,DATA_PROVENANCE_NOT_RELIABILITY_APPROVAL,LOCALITY_CONTROL_NOT_RELIABILITY_SCORE,RESEARCH_ONLY_VIRTUAL_CANDIDATE,1,True,SUPPORTED_BUT_DECISION_UNRELIABLE,False,False,False,4,R0_P2_V1_G0_NO_BUNDLE_S0,False,,G0_CURRENT_GLOBAL_MAX,NO_BUNDLE,S0_CURRENT_CONTINUATION,DIRECT_ONE_STEP,False,-0.00887612341544,False,-0.00733945736545,False,0.00196762280892,False
